id,species,forme,type1,type2,hp,attack,defense,spattack,spdefense,speed,dex1,dex2,pre-evolution
815,Pikachu,Pikachu (Sinnoh Cap),Electric,,35,55,40,50,50,90,"This form of Pikachu is somewhat rare. It wears the hat of its Trainer, who is also its partner.","This Pikachu is wearing its Trainer’s cap. Since the cap’s not the right size, the fit is a bit loose.",
816,Pikachu,Pikachu (Unova Cap),Electric,,35,55,40,50,50,90,"This form of Pikachu is somewhat rare. It wears the hat of its Trainer, who is also its partner.","This Pikachu is wearing its Trainer’s cap. Since the cap’s not the right size, the fit is a bit loose.",
817,Pikachu,Pikachu (Kalos Cap),Electric,,35,55,40,50,50,90,"This form of Pikachu is somewhat rare. It wears the hat of its Trainer, who is also its partner.","This Pikachu is wearing its Trainer’s cap. Since the cap’s not the right size, the fit is a bit loose.",
818,Pikachu,Pikachu (Alola Cap),Electric,,35,55,40,50,50,90,"This form of Pikachu is somewhat rare. It wears the hat of its Trainer, who is also its partner.","This Pikachu is wearing its Trainer’s cap. Since the cap’s not the right size, the fit is a bit loose.",
819,Raichu,Raichu (Alola Form),Electric,Psychic,60,85,50,95,85,110,"It only evolves to this form in the Alola region. According to researchers, its diet is one of the causes of this change.","It uses psychokinesis to control electricity. It hops aboard its own tail, using psychic power to lift the tail and move about while riding it.",Pikachu
820,Sandshrew,Sandshrew (Alola Form),Ice,Steel,50,75,90,10,35,40,"It lives on snowy mountains. Its steel shell is very hard—so much so, it can’t roll its body up into a ball.","An ancient tradition of Alolan festivals, still carried on to this day, is a competition to slide Sandshrew across ice as far as one can.",
821,Sandslash,Sandslash (Alola Form),Ice,Steel,75,100,120,25,65,65,"Fleeing a volcanic eruption, it settled on a snowy mountain. As it races through the snowfields, it sends up a spray of snow.",This Pokémon’s steel spikes are sheathed in ice. Stabs from these spikes cause deep wounds and severe frostbite as well.,Sandshrew (Alola Form)
822,Vulpix,Vulpix (Alola Form),Ice,,38,41,40,50,65,65,It exhales air colder than -58 degrees Fahrenheit. Elderly people in Alola call this Pokémon by an older name—Keokeo.,"In hot weather, this Pokémon makes ice shards with its six tails and sprays them around to cool itself off.",
823,Ninetales,Ninetales (Alola Form),Ice,Fairy,73,67,75,81,100,109,It creates drops of ice in its coat and showers them over its enemies. Anyone who angers it will be frozen stiff in an instant.,"Possessing a calm demeanor, this Pokémon was revered as a deity incarnate before it was identified as a regional variant of Ninetales.",Vulpix (Alola Form)
824,Diglett,Diglett (Alola Form),Ground,Steel,10,55,30,35,45,90,"Its head sports an altered form of whiskers made of metal. When in communication with its comrades, its whiskers wobble to and fro.",Its golden hairs function as sensors. It pokes them out of its burrow to monitor its surroundings.,
825,Dugtrio,Dugtrio (Alola Form),Ground,Steel,35,100,60,50,70,110,Its shining gold hair provides it with protection. It’s reputed that keeping any of its fallen hairs will bring bad luck.,"These Pokémon are cherished in the Alola region, where they are thought to be feminine deities of the land incarnate.",Diglett (Alola Form)
826,Meowth,Meowth (Alola Form),Dark,,40,35,35,50,40,90,"This Pokémon was not originally found in Alola. Human actions caused a surge in their numbers, and they went feral. They’re prideful and crafty.","When its delicate pride is wounded, or when the gold coin on its forehead is dirtied, it flies into a hysterical rage.",
827,Persian,Persian (Alola Form),Dark,,65,60,60,75,65,115,Its round face and smooth coat—softer than the most high-class velvet—have made this a very popular Pokémon in Alola.,It looks down on everyone other than itself. Its preferred tactics are sucker punches and blindside attacks.,Meowth (Alola Form)
828,Alakazam,Alakazam (Mega Alakazam),Psychic,,55,50,65,175,95,150,"As a result of Mega Evolution, its power has been entirely converted into psychic energy, and it has lost all strength in its muscles.","Its hidden psychic power has been unleashed. A glance at someone gives it knowledge of the course of that person’s life, from birth to death.",Kadabra
829,Geodude,Geodude (Alola Form),Rock,Electric,40,80,100,30,30,20,Its body is a magnetic stone. Iron sand attaches firmly to the portions of its body that are particularly magnetic.,"If you accidentally step on a Geodude sleeping on the ground, you’ll hear a crunching sound and feel a shock ripple through your entire body.",
830,Graveler,Graveler (Alola Form),Rock,Electric,55,95,115,45,45,35,"Its preferred food is dravite. After it has eaten this mineral, crystals form inside the Pokémon, rising to the surface of part of its body.",They eat rocks and often get into a scrap over them. The shock of Graveler smashing together causes a flash of light and a booming noise.,Geodude (Alola Form)
831,Golem,Golem (Alola Form),Rock,Electric,80,120,130,55,65,45,"It fires rocks charged with electricity. Even if the rock isn’t fired that accurately, just grazing an opponent will cause numbness and fainting.","Because it can’t fire boulders at a rapid pace, it’s been known to seize nearby Geodude and fire them from its back.",Graveler (Alola Form)
832,Slowbro,Slowbro (Mega Slowbro),Water,Psychic,95,75,180,130,80,30,"All the energy from Mega Evolution poured into the Shellder on its tail, leaving Slowpoke to be swallowed whole.","When bathed in the energy of Mega Evolution, Shellder converts into impregnable armor. There is virtually no change in Slowpoke.",Slowpoke
833,Grimer,Grimer (Alola Form),Poison,Dark,80,80,50,40,50,25,"A Grimer, which had been brought in to solve a problem with garbage, developed over time into this form.","The crystals on Grimer’s body are lumps of toxins. If one falls off, lethal poisons leak out.",
834,Muk,Muk (Alola Form),Poison,Dark,105,105,75,65,100,50,"The garbage it eats causes continuous chemical changes in its body, which produce its exceedingly vivid coloration.","While it’s unexpectedly quiet and friendly, if it’s not fed any trash for a while, it will smash its Trainer’s furnishings and eat up the fragments.",Grimer
835,Gengar,Gengar (Mega Gengar),Ghost,Poison,60,65,80,170,95,130,Gengar’s relationships are warped. It has no interest in opponents unless it perceives them as prey.,"The energy of Mega Evolution awakened it. It sinks into another dimension, where it keeps a patient watch for its chance to attack.",Haunter
836,Exeggutor,Exeggutor (Alola Form),Grass,Dragon,95,105,85,125,75,45,"Alola is the best environment for this Pokémon. Local people take pride in its appearance, saying this is how Exeggutor ought to look.","As it grew taller and taller, it outgrew its reliance on psychic powers, while within it awakened the power of the sleeping dragon.",Exeggcute
837,Marowak,Marowak (Alola Form),Fire,Ghost,60,80,110,50,80,45,The bones it possesses were once its mother’s. Its mother’s regrets have become like a vengeful spirit protecting this Pokémon.,Its custom is to mourn its lost companions. Mounds of dirt by the side of the road mark the graves of the Marowak.,Cubone
838,Kangaskhan,Kangaskhan (Mega Kangaskhan),Normal,,105,125,100,60,100,100,Mega Kangaskhan’s strength derives from the mother’s happiness about her child’s growth. Watching it grow up keeps her spirits high.,"Thanks to Mega Evolution, its child grows. But as the child is good only at fighting and nothing else, its mother feels uneasy about its future.",
839,Pinsir,Pinsir (Mega Pinsir),Bug,,65,155,120,65,90,105,The influence of Mega Evolution leaves it in a state of constant excitement. It pierces enemies with its two large horns before shredding them.,"Bathed in the energy of Mega Evolution, its wings become unusually developed. It flies at speeds of approximately 30 mph.",
840,Gyarados,Gyarados (Mega Gyarados),Water,Flying,95,155,109,70,130,81,"Mega Evolution also affects its brain, leaving no other function except its destructive instinct to burn everything to cinders.","It jets water from the orifices on its sides, streaking above the water surface at supersonic speed.",Magikarp
841,Aerodactyl,Aerodactyl (Mega Aerodactyl),Rock,Flying,80,135,85,70,95,150,Part of its body has become stone. Some scholars claim that this is Aerodactyl’s true appearance.,"When it Mega Evolves, it becomes more vicious than ever before. Some say that’s because its excess of power is causing it pain.",
842,Mewtwo,Mewtwo (Mega Mewtwo X),Psychic,Fighting,106,190,100,154,100,130,,,
843,Mewtwo,Mewtwo (Mega Mewtwo Y),Psychic,,106,150,70,194,120,140,,,
844,Ampharos,Ampharos (Mega Ampharos),Electric,,90,95,105,165,110,45,,,Flaaffy
845,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
846,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
847,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
848,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
849,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
850,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
851,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
852,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
853,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
854,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
855,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
856,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
857,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
858,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
859,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
860,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
861,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
862,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
863,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
864,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
865,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
866,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
867,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
868,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
869,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
870,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
871,Unown,Unown (One form),Psychic,,48,72,48,72,48,48,,,
872,Steelix,Steelix (Mega Steelix),Steel,Ground,75,125,230,55,95,30,,,Onix
873,Scizor,Scizor (Mega Scizor),Bug,Steel,70,150,140,65,100,75,The excess energy that bathes this Pokémon keeps it in constant danger of overflow. It can’t sustain a battle over long periods of time.,"Due to the effects of Mega Evolution, its pincers have taken on a more diabolical form, ripping anything they pinch to shreds.",Scyther
874,Heracross,Heracross (Mega Heracross),Bug,Fighting,80,185,115,40,105,75,,,
875,Houndoom,Houndoom (Mega Houndoom),Dark,Fire,75,90,90,140,90,115,,,Houndour
876,Tyranitar,Tyranitar (Mega Tyranitar),Rock,Dark,100,164,150,95,120,71,,,Pupitar
877,Sceptile,Sceptile (Mega Sceptile),Grass,,70,110,75,145,85,145,,,Grovyle
878,Blaziken,Blaziken (Mega Blaziken),Fire,Fighting,80,160,80,130,80,100,,,Combusken
879,Swampert,Swampert (Mega Swampert),Water,Ground,100,150,110,95,110,70,,,Marshtomp
880,Gardevoir,Gardevoir (Mega Gardevoir),Psychic,Fairy,68,85,65,165,135,100,,,Kirlia
881,Sableye,Sableye (Mega Sableye),Dark,Ghost,50,85,125,85,115,20,"The jewel from its chest, which has grown gigantic due to the effects of Mega Evolution, can turn back any attack.","Supporting a giant heavy jewel, it can’t change direction very nimbly and is vulnerable to attack from behind.",
882,Mawile,Mawile (Mega Mawile),Steel,Fairy,50,105,125,55,95,50,,,
883,Aggron,Aggron (Mega Aggron),Steel,Rock,70,140,230,60,80,50,,,Lairon
884,Medicham,Medicham (Mega Medicham),Fighting,Psychic,60,100,85,80,85,100,,,Meditite
885,Manectric,Manectric (Mega Manectric),Electric,,70,75,80,135,80,135,,,Electrike
886,Sharpedo,Sharpedo (Mega Sharpedo),Water,Dark,70,140,70,110,65,105,"The spines sprouting from its head are transformed fangs. If they’re injured or broken off, the spines will regenerate countless times.","As a consequence of Mega Evolution, its combative instincts exploded. The yellow marks it bears are scars from a long history of battles.",Carvanha
887,Camerupt,Camerupt (Mega Camerupt),Fire,Ground,70,120,100,145,105,20,,,Numel
888,Altaria,Altaria (Mega Altaria),Dragon,Fairy,75,110,110,110,105,80,,,Swablu
889,Castform,Castform (Sunny Form),Fire,,70,70,70,70,70,70,"This is the form Castform takes on the brightest of days. Its skin is unexpectedly hot to the touch, so approach with care.",This is Castform’s form when basking in fair weather. Its body is warm and toasty.,
890,Castform,Castform (Rainy Form),Water,,70,70,70,70,70,70,"This is the form Castform takes when soaked with rain. When its body is compressed, water will seep out as if from a sponge.",This is Castform’s form during a downpour of rain. Its body retains moisture and gets slippery.,
891,Castform,Castform (Snowy Form),Ice,,70,70,70,70,70,70,"This is the form Castform takes when covered in snow. Its body becomes an ice-like material, with a temperature near 23 degrees Fahrenheit.",This is Castform’s form when caught in a hailstorm. Its cold skin is as smooth as ice.,
892,Banette,Banette (Mega Banette),Ghost,,64,165,75,93,83,75,,,Shuppet
893,Absol,Absol (Mega Absol),Dark,,65,150,60,115,60,115,"When this Pokémon whips the winglike fur on its back as though beating its wings, it sends an intimidating aura flying at its opponents.","As the energy of Mega Evolution fills it, its fur bristles. What you see on its back are not true wings, and this Pokémon isn’t able to fly.",
894,Glalie,Glalie (Mega Glalie),Ice,,80,120,80,120,80,100,"The excess energy from Mega Evolution spilled over from its mouth, breaking its jaw. It spews endless blizzards.","It envelops prey in its mouth, freezing them instantly. But its jaw is dislocated, so it’s unable to eat them.",Snorunt
895,Salamence,Salamence (Mega Salamence),Dragon,Flying,95,145,130,120,90,120,"Anyone standing in its path gets sliced right in two, while this Pokémon continues its flight without interruption.","Mega Evolution fuels its brutality, and it may even turn on the Trainer who raised it. It’s been dubbed “the blood-soaked crescent.”",Shelgon
896,Metagross,Metagross (Mega Metagross),Steel,Psychic,80,145,150,105,110,110,"This form results from one Metagross, one Metang, and two Beldum linking up.",Mega Evolution stimulated its brain. It emerged as a ruthless Pokémon that will clutch at any means of ensuring its victories.,Metang
897,Latias,Latias (Mega Latias),Dragon,Psychic,80,100,120,140,150,110,,,
898,Latios,Latios (Mega Latios),Dragon,Psychic,80,130,100,160,120,110,,,
899,Kyogre,Kyogre (Primal Reversion),Water,,100,150,90,180,160,90,,,
900,Groudon,Groudon (Primal Reversion),Ground,Fire,100,180,160,150,90,90,,,
901,Rayquaza,Rayquaza (Mega Rayquaza),Dragon,Flying,105,180,100,180,100,115,,,
902,Deoxys,Deoxys (Attack Forme),Psychic,,50,180,20,180,20,150,,,
903,Deoxys,Deoxys (Defense Forme),Psychic,,50,70,160,70,160,90,,,
904,Deoxys,Deoxys (Speed Forme),Psychic,,50,95,90,95,90,180,,,
905,Burmy,Burmy (Sandy Cloak),Bug,,40,29,45,29,45,36,,,
906,Burmy,Burmy (Trash Cloak),Bug,,40,29,45,29,45,36,,,
907,Wormadam,Wormadam (Sandy Cloak),Bug,Ground,60,79,105,59,85,36,,,Burmy
908,Wormadam,Wormadam (Trash Cloak),Bug,Steel,60,69,95,69,95,36,,,Burmy
909,Cherrim,Cherrim (Sunshine Form),Grass,,70,60,70,87,78,85,,,Cherubi
910,Shellos,Shellos (East Sea),Water,,76,48,48,57,62,34,"Shellos lives in the sea and feasts on plankton. The lovelier the ocean where Shellos resides, the more vibrant its color becomes.",The difference in color from one Shellos to another seems to be a result of their diet. No large changes can be seen in their capabilities.,
911,Gastrodon,Gastrodon (East Sea),Water,Ground,111,83,68,92,82,39,A team of researchers is scouring the oceans of the world in search of a Gastrodon in a color never seen before.,Experiments are being conducted to discover what happens when a Gastrodon is raised in a location other than the sea where it was born.,Shellos (East Sea)
912,Lopunny,Lopunny (Mega Lopunny),Normal,Fighting,65,136,94,54,96,135,,,Buneary
913,Garchomp,Garchomp (Mega Garchomp),Dragon,Ground,108,170,115,120,95,92,"Excess energy melted its arms and wings, transforming them into giant scythes.","Its vaunted wings become scythes, sending it mad with rage. It swings its scythes wildly and slices the ground to pieces.",Gabite
914,Lucario,Lucario (Mega Lucario),Fighting,Steel,70,145,88,140,70,112,Black streaks all over its body show where its auras and the energy of Mega Evolution intermingled and raced through it.,It readies itself to face its enemies by focusing its mental energies. Its fighting style can be summed up in a single word: heartless.,Riolu
915,Abomasnow,Abomasnow (Mega Abomasnow),Grass,Ice,90,132,105,132,105,30,,,Snover
916,Gallade,Gallade (Mega Gallade),Psychic,Fighting,68,165,95,65,115,110,,,Kirlia
917,Rotom,Rotom (Heat Rotom),Electric,Fire,50,65,107,105,107,86,,,
918,Rotom,Rotom (Wash Rotom),Electric,Water,50,65,107,105,107,86,,,
919,Rotom,Rotom (Frost Rotom),Electric,Ice,50,65,107,105,107,86,,,
920,Rotom,Rotom (Fan Rotom),Electric,Flying,50,65,107,105,107,86,,,
921,Rotom,Rotom (Mow Rotom),Electric,Grass,50,65,107,105,107,86,,,
922,Giratina,Giratina (Origin Forme),Ghost,Dragon,150,120,100,120,100,90,,,
923,Shaymin,Shaymin (Sky Forme),Grass,Flying,100,103,75,120,75,127,,,
924,Arceus,Arceus (Fighting),Fighting,,120,120,120,120,120,120,,,
925,Arceus,Arceus (Flying),Flying,,120,120,120,120,120,120,,,
926,Arceus,Arceus (Poison),Poison,,120,120,120,120,120,120,,,
927,Arceus,Arceus (Ground),Ground,,120,120,120,120,120,120,,,
928,Arceus,Arceus (Rock),Rock,,120,120,120,120,120,120,,,
929,Arceus,Arceus (Bug),Bug,,120,120,120,120,120,120,,,
930,Arceus,Arceus (Ghost),Ghost,,120,120,120,120,120,120,,,
931,Arceus,Arceus (Steel),Steel,,120,120,120,120,120,120,,,
932,Arceus,Arceus (Fire),Fire,,120,120,120,120,120,120,,,
933,Arceus,Arceus (Water),Water,,120,120,120,120,120,120,,,
934,Arceus,Arceus (Grass),Grass,,120,120,120,120,120,120,,,
935,Arceus,Arceus (Electric),Electric,,120,120,120,120,120,120,,,
936,Arceus,Arceus (Psychic),Psychic,,120,120,120,120,120,120,,,
937,Arceus,Arceus (Ice),Ice,,120,120,120,120,120,120,,,
938,Arceus,Arceus (Dragon),Dragon,,120,120,120,120,120,120,,,
939,Arceus,Arceus (Dark),Dark,,120,120,120,120,120,120,,,
940,Arceus,Arceus (Fairy),Fairy,,120,120,120,120,120,120,,,
941,Audino,Audino (Mega Audino),Normal,Fairy,103,60,126,80,126,50,,,
942,Basculin,Basculin (Blue-Striped Form),Water,,70,92,65,80,55,98,,,
943,Darmanitan,Darmanitan (Zen Mode),Fire,Psychic,105,30,105,140,105,55,,,Darumaka
944,Deerling,Deerling (Summer Form),Normal,Grass,60,60,50,40,50,75,,,
945,Deerling,Deerling (Autumn Form),Normal,Grass,60,60,50,40,50,75,,,
946,Deerling,Deerling (Winter Form),Normal,Grass,60,60,50,40,50,75,,,
947,Sawsbuck,Sawsbuck (Summer Form),Normal,Grass,80,100,70,60,70,95,,,Deerling
948,Sawsbuck,Sawsbuck (Autumn Form),Normal,Grass,80,100,70,60,70,95,,,Deerling
949,Sawsbuck,Sawsbuck (Winter Form),Normal,Grass,80,100,70,60,70,95,,,Deerling
950,Tornadus,Tornadus (Therian Forme),Flying,,79,100,80,110,90,121,,,
951,Thundurus,Thundurus (Therian Forme),Electric,Flying,79,105,70,145,80,101,,,
952,Landorus,Landorus (Therian Forme),Ground,Flying,89,145,90,105,80,91,,,
953,Kyurem,Kyurem (White Kyurem),Dragon,Ice,125,120,90,170,100,95,,,
954,Kyurem,Kyurem (Black Kyurem),Dragon,Ice,125,170,100,120,90,95,,,
955,Keldeo,Keldeo (Resolute Form),Water,Fighting,91,72,90,129,90,108,,,
956,Meloetta,Meloetta (Pirouette Forme),Normal,Fighting,100,128,90,77,77,128,,,
957,Genesect,Genesect (Genesect),Bug,Steel,71,120,95,120,95,99,,,
958,Genesect,Genesect (Genesect),Bug,Steel,71,120,95,120,95,99,,,
959,Genesect,Genesect (Genesect),Bug,Steel,71,120,95,120,95,99,,,
960,Genesect,Genesect (Genesect),Bug,Steel,71,120,95,120,95,99,,,
961,Greninja,Greninja (Battle Bond),Water,Dark,72,95,67,103,71,122,,,
962,Greninja,Greninja (Ash-Greninja),Water,Dark,72,145,67,153,71,132,,,
963,Vivillon,Vivillon (Polar Pattern),Bug,Flying,80,52,50,90,50,89,,,Spewpa
964,Vivillon,Vivillon (Tundra Pattern),Bug,Flying,80,52,50,90,50,89,,,Spewpa
965,Vivillon,Vivillon (Continental Pattern),Bug,Flying,80,52,50,90,50,89,,,Spewpa
966,Vivillon,Vivillon (Garden Pattern),Bug,Flying,80,52,50,90,50,89,,,Spewpa
967,Vivillon,Vivillon (Elegant Pattern),Bug,Flying,80,52,50,90,50,89,,,Spewpa
968,Vivillon,Vivillon (Meadow Pattern),Bug,Flying,80,52,50,90,50,89,,,Spewpa
969,Vivillon,Vivillon (Modern Pattern),Bug,Flying,80,52,50,90,50,89,,,Spewpa
970,Vivillon,Vivillon (Marine Pattern),Bug,Flying,80,52,50,90,50,89,,,Spewpa
971,Vivillon,Vivillon (Archipelago Pattern),Bug,Flying,80,52,50,90,50,89,,,Spewpa
972,Vivillon,Vivillon (High Plains Pattern),Bug,Flying,80,52,50,90,50,89,,,Spewpa
973,Vivillon,Vivillon (Sandstorm Pattern),Bug,Flying,80,52,50,90,50,89,,,Spewpa
974,Vivillon,Vivillon (River Pattern),Bug,Flying,80,52,50,90,50,89,,,Spewpa
975,Vivillon,Vivillon (Monsoon Pattern),Bug,Flying,80,52,50,90,50,89,,,Spewpa
976,Vivillon,Vivillon (Savanna Pattern),Bug,Flying,80,52,50,90,50,89,,,Spewpa
977,Vivillon,Vivillon (Sun Pattern),Bug,Flying,80,52,50,90,50,89,,,Spewpa
978,Vivillon,Vivillon (Ocean Pattern),Bug,Flying,80,52,50,90,50,89,,,Spewpa
979,Vivillon,Vivillon (Jungle Pattern),Bug,Flying,80,52,50,90,50,89,,,Spewpa
980,Vivillon,Vivillon (Fancy Pattern),Bug,Flying,80,52,50,90,50,89,,,Spewpa
981,Vivillon,Vivillon (Poké Ball Pattern),Bug,Flying,80,52,50,90,50,89,,,Spewpa
982,Flab�b�,Flabébé (Yellow Flower),Fairy,,44,38,39,61,79,42,,,
983,Flab�b�,Flabébé (Orange Flower),Fairy,,44,38,39,61,79,42,,,
984,Flab�b�,Flabébé (Blue Flower),Fairy,,44,38,39,61,79,42,,,
985,Flab�b�,Flabébé (White Flower),Fairy,,44,38,39,61,79,42,,,
986,Floette,Floette (Yellow Flower),Fairy,,54,45,47,75,98,52,,,Flabébé
987,Floette,Floette (Orange Flower),Fairy,,54,45,47,75,98,52,,,Flabébé
988,Floette,Floette (Blue Flower),Fairy,,54,45,47,75,98,52,,,Flabébé
989,Floette,Floette (White Flower),Fairy,,54,45,47,75,98,52,,,Flabébé
990,Floette,Floette (Eternal Flower),Fairy,,74,65,67,125,128,92,,,
991,Florges,Florges (Yellow Flower),Fairy,,78,65,68,112,154,75,,,Floette
992,Florges,Florges (Orange Flower),Fairy,,78,65,68,112,154,75,,,Floette
993,Florges,Florges (Blue Flower),Fairy,,78,65,68,112,154,75,,,Floette
994,Florges,Florges (White Flower),Fairy,,78,65,68,112,154,75,,,Floette
995,Furfrou,Furfrou (Heart Trim),Normal,,75,80,60,65,90,102,,,
996,Furfrou,Furfrou (Star Trim),Normal,,75,80,60,65,90,102,,,
997,Furfrou,Furfrou (Diamond Trim),Normal,,75,80,60,65,90,102,,,
998,Furfrou,Furfrou (Debutante Trim),Normal,,75,80,60,65,90,102,,,
999,Furfrou,Furfrou (Matron Trim),Normal,,75,80,60,65,90,102,,,
1000,Furfrou,Furfrou (Dandy Trim),Normal,,75,80,60,65,90,102,,,
1001,Furfrou,Furfrou (La Reine Trim),Normal,,75,80,60,65,90,102,,,
1002,Furfrou,Furfrou (Kabuki Trim),Normal,,75,80,60,65,90,102,,,
1003,Furfrou,Furfrou (Pharaoh Trim),Normal,,75,80,60,65,90,102,,,
1004,Meowstic,Meowstic (Female),Psychic,,74,48,76,83,81,104,,,Espurr
1005,Aegislash,Aegislash (Blade Forme),Steel,Ghost,60,150,50,150,50,60,,,Doublade
1006,Pumpkaboo,Pumpkaboo (Small Size),Ghost,Grass,44,66,70,44,55,56,,,
1007,Pumpkaboo,Pumpkaboo (Large Size),Ghost,Grass,54,66,70,44,55,46,,,
1008,Pumpkaboo,Pumpkaboo (Super Size),Ghost,Grass,59,66,70,44,55,41,,,
1009,Gourgeist,Gourgeist (Small Size),Ghost,Grass,55,85,122,58,75,99,,,Pumpkaboo (Small Size)
1010,Gourgeist,Gourgeist (Large Size),Ghost,Grass,75,95,122,58,75,69,,,Pumpkaboo (Large Size)
1011,Gourgeist,Gourgeist (Super Size),Ghost,Grass,85,100,122,58,75,54,,,Pumpkaboo (Super Size)
1012,Xerneas,Xerneas (Active Mode),Fairy,,126,131,95,131,98,99,,,
1013,Zygarde,Zygarde (10% Forme),Dragon,Ground,54,100,71,61,85,115,"Its sharp fangs make short work of finishing off its enemies, but it’s unable to maintain this body indefinitely. After a period of time, it falls apart.",This is Zygarde’s form when about 10% of its cells have been gathered. It runs across the land at speeds greater than 60 mph.,
1014,Zygarde,Zygarde (10% Forme),Dragon,Ground,54,100,71,61,85,115,"Its sharp fangs make short work of finishing off its enemies, but it’s unable to maintain this body indefinitely. After a period of time, it falls apart.",This is Zygarde’s form when about 10% of its cells have been gathered. It runs across the land at speeds greater than 60 mph.,
1015,Zygarde,Zygarde (50% Forme),Dragon,Ground,108,100,121,81,95,95,"This is Zygarde’s form when it has gathered 50% of its cells. It wipes out all those who oppose it, showing not a shred of mercy.",It’s thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it.,
1016,Zygarde,Zygarde (Complete Forme),Dragon,Ground,216,100,121,91,95,85,This is Zygarde’s form at times when it uses its overwhelming power to suppress those who endanger the ecosystem.,This is Zygarde’s 100% form. It has enough power to overwhelm even Xerneas or Yveltal.,
1017,Diancie,Diancie (Mega Diancie),Rock,Fairy,50,160,110,160,110,110,,,
1018,Hoopa,Hoopa (Hoopa Unbound),Psychic,Dark,80,160,60,170,130,80,,,
1019,Gumshoos,Gumshoos (1),Normal,,88,110,60,55,60,45,,,
1020,Vikavolt,Vikavolt (1),Bug,Electric,77,70,90,145,75,43,,,
1021,Oricorio,Oricorio (Pom-Pom Style),Electric,Flying,75,70,70,98,70,93,"This Oricorio has sipped bright yellow nectar. Its bright, cheerful dance melts the hearts of its enemies.",It creates an electric charge by rubbing its feathers together. It dances over to its enemies and delivers shocking electrical punches.,
1022,Oricorio,Oricorio (Pa’u Style),Psychic,Flying,75,70,70,98,70,93,"This Oricorio relaxes by swaying gently. This increases its psychic energy, which it then fires at its enemies.",This Oricorio has sipped pink nectar. Its enemies’ hearts melt at the sight of its gently swaying hips.,
1023,Oricorio,Oricorio (Sensu Style),Ghost,Flying,75,70,70,98,70,93,"This Oricorio has sipped purple nectar. Its elegant, attractive dance will send the minds and hearts of its enemies to another world.","It summons the dead with its dreamy dancing. From their malice, it draws power with which to curse its enemies.",
1024,Lycanroc,Lycanroc (Midnight Form),Rock,,85,115,75,55,75,82,"The more intimidating the opponent it faces, the more this Pokémon’s blood boils. It will attack with no regard for its own safety.","It goads its enemies into attacking, withstands the hits, and in return, delivers a headbutt, crushing their bones with its rocky mane.",Rockruff
1025,Wishiwashi,Wishiwashi (School Form),Water,,45,140,130,140,135,30,"Weak Wishiwashi school together to concentrate their power. Their united force makes them the demon of the sea, feared near and far.","At their appearance, even Gyarados will flee. When they team up to use Water Gun, its power exceeds that of Hydro Pump.",
1026,Lurantis,Lurantis (1),Grass,,70,105,90,80,90,45,,,
1027,Salazzle,Salazzle (1),Poison,Fire,68,64,60,111,60,117,,,
1028,Silvally,Silvally (Type: Fighting),Fighting,,95,95,95,95,95,95,It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.",Type: Null
1029,Silvally,Silvally (Type: Flying),Flying,,95,95,95,95,95,95,It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.",Type: Null
1030,Silvally,Silvally (Type: Poison),Poison,,95,95,95,95,95,95,It destroyed its own control mask. It has become capable of changing its type by equipping special memories.,"Upon awakening, its RKS System is activated. By employing specific memories, this Pokémon can adapt its type to confound its enemies.",Type: Null
